"LZM_Index","Title_Unit","Course_Formats","Language","Date","Version","License","RDMT_Proficiency_Level","LZM_Learning_Objective","Learning_Ressource","PID_URL","Consortia","Learning_Methods","Acessibility","FAIR","Duration","P_Libraries","P_Language","Datatypes","Tool_Software","Dataformat_Course","Plattform_Implementation","","","","","","","","","","","","",""
"Programming","Basic statistics with R","Workshop","en","2024","NN","NN","NN","NN","Workshop","https://events.hifis.net/event/1541/","NFDI4Microbiota","NN","NN","NN","NN","NN","R","NN","R","NN","NN","","","","","","","","","","","","",""
"Programming","Basic statistics with R","Workshop","en","NN","NN","NN","NN","NN","NN","https://docs.google.com/forms/d/1NW9MWTbMu4f2lyF86bt9-tBnVs8C-SLCeJ0UyM8epbo","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Programming","Basic Statistics with R - NFDI4Microbiota and DZIF Training Course","Workshop","en","2025","NN","NN","NN","NN","Workshop","https://events.hifis.net/event/2368/overview
https://events.hifis.net/event/2368/registrations/2381/
","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","R","NN","NN","","","","","","","","","","","","",""
"Programming","From zero to hero with Python","Workshop","en","2023","NN","NN","beginners","NN","NN","https://www.cecam.org/workshop-details/1265","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","Python ","NN","NN","","","","","","","","","","","","",""
"Programming","Introduction to deep learning with R","Workshop","en","NN","NN","NN","NN","NN","NN","https://docs.google.com/forms/d/1qqVT60PIKCI2YmTK-n0zJDgJJm2SfngdAWJPku6UrvA","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Programming","Introduction to programming with Python","Workshop","en","NN","NN","NN","NN","NN","NN","https://www.rna.uni-jena.de/studium/lehre/","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","Moodle","","","","","","","","","","","","",""
"Programming","Introduction to Python: Plotting and Programming in Python","Workshop","en","2024","NN","NN","NN","NN","Workshop","https://dkz2r.github.io/2024-11-21-python-workshop/","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","Python","NN","NN","","","","","","","","","","","","",""
"Programming","Introduction to R","Workshop","en","2024","NN","NN","NN","NN","Workshop","https://events.hifis.net/event/1509/","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","R","NN","NN","","","","","","","","","","","","",""
"Programming","Introduction to R - NFDI4Microbiota and DZIF Training Course 2025","Workshop","en","2025","NN","NN","NN","NN","Workshop","https://events.hifis.net/event/2575/overview","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","R","NN","NN","","","","","","","","","","","","",""
"Programming","Joint de.NBI & NFDI4Microbiota Basic Linux Introduction","Workshop","en","2023","NN","NN","beginners","NN","NN","https://www.denbi.de/training/1603-de-nbi-nfdi4microbiota-basic-linux-introduction-course-2023","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Programming","Latex Basics","Workshop","en","NN","NN","NN","NN","NN","NN","https://www.rna.uni-jena.de/studium/lehre/","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","Moodle","","","","","","","","","","","","",""
"Programming","NFDI4Microbiota and DZIF: Linux basics and scripting for bioinformatics","Workshop","en","2024","NN","NN","NN","NN","Workshop","https://events.hifis.net/event/1853/registrations/1876/","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Research data life cycle","Data Organisation","Workshop","en","2024","1","CC BY-SA 4.0","NN","NN","Workshop","https://zenodo.org/records/14234219","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","PDF","NN","","","","","","","","","","","","",""
"Research data life cycle","NFDI4Earth Academy Winter School on Research Data Management","Workshop","en","2025","NN","NN","NN","NN","Workshop","https://www.nfdi4earth.de/?view=article&id=417&catid=9","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Research data life cycle","RDM using eLabFTW and GIT","Workshop","en","2024","NN","NN","NN","NN","Workshop","https://pretix.eu/synmikro/version/","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","Artificial Intelligence for Microbial Research in a Changing World","Workshop","en","2025","NN","NN","Beginners/Advanced Professionals","NN","Workshop","https://pretix.eu/synmikro/minu-ai/","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","Build a nextflow based custom pipeline","Course","en","NN","25.04.7","© Copyright 2025; Seqera Labs; S.L.","NN","NN","Tutorial","https://www.nextflow.io/docs/latest/","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","From FASTQ to Differentially Expressed Genes","Workshop","en","NN","NN","NN","NN","NN","Workshop","https://forms.gle/gc5bQW1Hmwye7h3N8","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","Introduction to Ancient Metagenomics","Summer-School","en","2025","4","NN","NN","NN","Workshop","https://www.spaam-community.org/wss-summer-school/#/2025/README","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","Multi-omics for microbial ecology and biotechnology","Summer-School","en","2024","NN","NN","NN","NN","Workshop","https://www.ufz.de/index.php?en=47299","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","nf-core Nextflow hackathon and nf-core training workshop","Workshop","en","2025","NN","NN","NN","NN","Workshop","https://nf-co.re/events/2025/hackathon-march-2025/robert-koch-institute","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","NFDI4Microbiota 16S amplicon","Course","en","2024","NN","NN","NN","NN","Workshop","https://www.uni-giessen.de/de/fbz/fb08/Inst/algorithm-bioinformatik/teaching/workshops/n4m_2024","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","RNA Bioinformatics","Workshop","en","2026","NN","NN","NN","NN","Workshop","https://pretix.eu/synmikro/tecmeth-rna/","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","RNA-Seq Data Processing","Workshop","en","2026","NN","NN","NN","NN","Workshop","https://pretix.eu/synmikro/tecmeth-rnaseq/","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","Single Cell Workshop","Workshop","en","2022","NN","NN","NN","NN","Workshop","https://forms.gle/5oHf4Jxb5fuqMvfw9","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","Summer School - Trends in multi-omics data analysis for Microbial Ecology and Biotechnology","Summer-School","en","2025","NN","NN","NN","NN","Workshop","https://www.ufz.de/index.php?en=47299","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Data storage","Lecture on Virus Genome Resources and Database Errors","Lecture","en","2023","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.10462856","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NCBI Viral Genomes browser","NN","NN","","","","","","","","","","","","",""
"Data storage","Workshop on Virus Database Overview","Workshop","en","2023","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.10462530","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Data storage","Workshop (slides) on Overview of Virus Databases: ","Workshop","en","2023","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.10462608","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Data publication","Cheat Sheet on Data Repositories:","?","en","2024","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.13847514","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Persistent identifier","Cheat Sheet on Persistent Identifiers (PIDs)","?","en","2024","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.13847434","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Data publication","Workshop on Data Sharing and Publishing","Workshop","en","2025","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.16792999","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Data documentation","Workshop Biometadata-02: How to describe biological data? A primer to a FAIR approach for now and the future","Workshop","en","2024","1","CC-BY 4.0","novice; beginners","NN","NN","https://doi.org/10.5281/zenodo.11527597","NFDI4Microbiota","NN","NN","NN","NN","NN","R","NN","R-Studio; Quarto","R; Markdown;","NN","","","","","","","","","","","","",""
"Data documentation","Workshop (slides) Data Documentation","Workshop","en","2025","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.16759147","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Data documentation","Workshop (slides) Metadata Quality Control:","Workshop","en","2025","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.16875139","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","Workshop (lesson plan; slides) on Data Organisation","Seminar","en","2024","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.4126/FRL01-006484175","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","eLabFTW","csv; PDF; JSON; Markdown","NN","","","","","","","","","","","","",""
"Data documentation","Workshop (slides) on eLabFTW","Workshop","en","2024","1","CC-BY 4.0","NN","NN","Demo: https://doi.org/10.5446/68306","https://doi.org/10.5281/zenodo.12742855","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Data documentation","Workshop (slides) on Electronic Lab Notebooks (ELNs)","Workshop","en","2024","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.11578583","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Data documentation","Workshop (slides) on Electronic Lab Notebooks (ELNs)","Workshop","en","2024","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.13318741","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Data documentation","World Café (slides) on Electronic Lab Notebooks (ELNs","?","en","2024","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.15274473","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Basic data terms and significance of research data management (RDM)","Foundational Workshop (slides) on Research Data Management (RDM) for Beginners","Workshop","en","2025","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.17588631 ","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Basic data terms and significance of research data management (RDM)","Introductory Workshop (video) on Research Data Managment (RDM","Workshop","en","2024","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5446/68202","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Basic data terms and significance of research data management (RDM)","Online Training Workshop (slides) on Research Data Management in (Bio-)Medicine","Workshop","en","2023","NN","CC-BY 4.0","NN","NN","NN","https://doi.org/10.4126/FRL01-006452660","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Data management plan","Workshop (slides) on Data Management and Governance","Workshop","en","2025","2","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.16759191 ","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","Workshop (slides) on Optimizing Microbial Research Data Utilization","Workshop","en","2025","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.16759247","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Topics","Workshop (slides) on Borkflows: Bork Group Workflows on CloWM:","Workshop","en","2025","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.14801169","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Programming","Jupyter Notebook on the Introduction to pandas:","?","en","2025","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.17422341","NFDI4Microbiota","NN","NN","NN","NN","pandas","Python","NN","Python","Jupyter","NN","","","","","","","","","","","","",""
"Archiving","Introductory Workshop (slides) on Digital Preservation","Workshop","en","2024","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.13862617","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Archiving","Workshop (slides) on Long-Term Preservation and Archiving in NFDI Consortia:","Workshop","en","2024","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.14212959","NFDI4Microbiota","NN","NN","NN","NN","NN","NN","NN","NN","NN","NN","","","","","","","","","","","","",""
"Programming","Jupyter Notebook on Python Basics:","?","en","2025","1","CC-BY 4.0","NN","NN","NN","https://doi.org/10.5281/zenodo.17422255 ","NFDI4Microbiota","NN","NN","NN","NN","NN","Python","NN","Python","Jupyter","NN","","","","","","","","","","","","",""
"Ethics","Chapter 07.05: Discussion: Ethics and Cost","Online; self-paced","en","2022","NN","NN","Advanced","NN","NN","https://slds-lmu.github.io/dl4nlp/chapters/07_gpt/07_05_discussion/","RDMT:BERD@NFDI","NN","NN","NN","NN","dplyr; string","NN","NN","NN","PDF","NN","","","","","","","","","","","","",""
"Evaluation","Chapter 08.05: Evaluation Metrics","Online; self-paced","en","2022","NN","NN","Advanced","NN","NN","https://slds-lmu.github.io/dl4nlp/chapters/08_decoding/08_05_eval_metrics/","RDMT:BERD@NFDI","NN","NN","NN","NN","NN","NN","NN","NN","PDF","NN","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
